Date,District,Number,Details
2023-06-21,BONGAIGAON,17,"Manikpur - Dangaigaon kirtanpara Road | Dangaigaon | Water logging from Ch.1000.00m to Ch.1200.00m and Road surface damaged. as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.736267, Lat - 26.441949, Dept - PWD (Roads)),  Bhandara pt.I to Bhandara pt.V PMGSY Road | Bhandara | Submerged from Ch.2750.00m to Ch.2950.00m, submereged depth is 45cm.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.748306, Lat - 26.424079, Dept - PWD (Roads)),  Bongaigaon - Kharija Dolaigaon pt-II to SSB camp Road | Kharija | Shoulder and ICBP hard crust damaged at Ch.2nd Km.as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.580864, Lat - 26.487310, Dept - PWD (Roads)),  SH2 to Kukurmari Sutarpara Road via PWRD office | Sutarpara Road | Erossion and depression occurred at hard crust portion near FCI road at 1st Km.as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.544766, Lat - 26.490591, Dept - PWD (Roads)),  Bongaigaon Bhakrivita road | Bhakrivita | Hard crust damaged and pot hole occurred at Ch. 2nd Km. as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.546857, Lat - 26.498114, Dept - PWD (Roads)),  Bongaigaon college to Dolaigaon road | Dolaigaon | Road surface damaged and water stagnant at various surfaces at Ch.0.00 to Ch.200.00m.as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.538297, Lat - 26.484983, Dept - PWD (Roads)),  Deuripara | Bagheswari temple to Deuripara Road | Hard crust and shoulder damaged and water stagnant at Ch.0.00 to Ch.180.00m.as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.563631, Lat - 26.468217, Dept - PWD (Roads)),  B.Ed College approach Road | B.Ed College | Hard crust and shoulder damaged and water stagnant at Ch. 1st Km. as per report received from PWRD,Bongaigaon dated- 21.06.2023 | (Long - 90.564221, Lat - 26.470926, Dept - PWD (Roads)),  Srijangram - T01 to Solmara Road | Solmara | Culvert approach damaged at Ch.500.00m. as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.679589, Lat - 26.389664, Dept - PWD (Roads)),  Tulungia Borghola Road | Tulungia | Culvert approach damaged at Ch.6500.00m.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.695414, Lat - 26.387847, Dept - PWD (Roads)),  Saripunia-II to Saripunia-I Road | Saripunia | Erosion on embakment at Ch.15th Km.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.679425, Lat - 26.412231, Dept - PWD (Roads)),  Haripur to new Piradhara Road | Piradhara | Shoulder damaged at 1st and 2nd Km. as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.682180, Lat - 26.302310, Dept - PWD (Roads)),  Abhayapuri Police station to 8th APBN Road | Abhayapuri | Shoulder and hard cust damaged at 1st Km.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.659410, Lat - 26.344230, Dept - PWD (Roads)),  Kuchbari Bhaghekhaiti to Mererchar(Balargudam) Road | Mererchar | Shoulder damaged at Ch.300.00m Ch. 500.00m and Ch.800.00m.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.714300, Lat - 26.289520, Dept - PWD (Roads)),  Borigaon Bamungaon Road | Bamungaon | Submereged and Shoulder damaged.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.673350, Lat - 26.339480, Dept - PWD (Roads)),  Abul Kalam Ajad Road | Srijangram | Hard crust damaged at Ch. 300.00 and Ch.500.00m.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.666830, Lat - 26.330720, Dept - PWD (Roads)),  Lal Bahadur Sastri Road | Srijangram | Hard crust damaged at Ch. 1st Km.as per report received from PWRD, Bongaigaon dated- 21.06.2023 | (Long - 90.660640, Lat - 26.329320, Dept - PWD (Roads))"
2023-06-22,UDALGURI,3,"Harisinga - Tangla Bhergaon road | Tangla Gaon | Due to heavy rainfall on 21st June 2023 at Tangla Gaon village PWD road damage approximately 70 meters. | (Long - 91.886500, Lat - 26.666200, Dept - PWD (Roads)),  Bhergaon to Khagarabari road | Jabangahabi village | Pwd road damage at village Jabangahabi village due to heavy rainfall on 21st June 2023. Approximate damage 5meter | (Long - 91.803700, Lat - 26.664800, Dept - PWD (Roads)),  Orangajuli to kanubasti road | NC Orangajuli village | Due to overflow of river Kalanadi on 21st June 2023 pwd road damage at NC orangajuli village . Approximate damage 200meter | (Long - 91.844700, Lat - 26.814200, Dept - PWD (Roads))"
2023-06-22,BAKSA,3,"Baganpara - Dhamdhama to Jartaluk road have been damaged approx 50 MTR at guwalbil on 21/06/2023 | Guwalbil | | (Long - 91.486501, Lat - 26.581751, Dept - PWD (Roads)), Baganpara to Nayabasti road with culvert washed way | Simlabari | Dated:22/06/2023 | (Long - 91.449800, Lat - 26.687904, Dept - PWD (Roads)),  Jalah - Doomni to Daodhara road had been damaged approx 50 meteres on 22/06/2023 | Golagaon | | (Long - 91.291332, Lat - 26.732975, Dept - PWD (Roads))"
2023-06-22,BISWANATH,5,"Halem - Road - Tinikunia to kawripathar via possagula( A construction on going MMPPNA Work)(From Ch.1060.00 m to Ch.1300.00 m). | Nalanibari, Dhekiajuli | Road is over topped by flood water of river Brahmajaan sporadic erosion in road embankment have been noticed.The Box Culvert (2mX2m) which was under construction , has been toppled over from its position and badly sunk down due to massive erosion beneath by high velocity water current of Brahmajan river on 22/06/2023 | (Long - 93.477879, Lat - 26.908309, Dept - PWD (Roads)),  Gohpur - Road - Gohpur Railway Station Road (From Ch.0.00 m to Ch.800.00 m) | Gohpur Town | Road is submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.613053, Lat - 26.886368, Dept - PWD (Roads)),  Road -Gorbasti Road (From Ch.0.00 m to Ch.400.00 m) | At Gohpur Town | Road is submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.638648, Lat - 26.908756, Dept - PWD (Roads)),  Road -Sarna Jayanti Road (From Ch.0.00 m to Ch.200.00 m) | At Gohpur Town | Road is submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.613128, Lat - 26.886400, Dept - PWD (Roads)),  Road -Chatiachuk Road (From Ch.0.00 m to Ch.200.00 m) | At Gohpur Town | Road is submerged by flush flood water of river Chatrang on 22/06/23 | (Long - 93.618575, Lat - 26.883808, Dept - PWD (Roads))"
2023-06-22,CHIRANG,2,"Bijni - Panbari PWD Road to Nimai Das house at No 1 Chatianguri | No 1 Chatianguri | As per report of BDO, Manikpur Development Block, Panbari PWD Road to Nimai Das house road damaged at No 1 Chatianguri on 19-06-2023. Length=7.60 mtr, Breadth=2.5 mtr, Depth=0.9 mtr. | (Long - 90.724472, Lat - 26.511920, Dept - P&RD),  Road from Bishdoba main road to Kharija Bishpani at Bishdoba | Bishdoba | As reported by BDO, Manikpur Dev. Block, Road from Bishdoba main road to Kharija Bishpani damaged at Bishdoba on 22-006-2023. Length=50 mtr, Breadth=4 mtr, Depth=1.00 mtr. | (Long - 90.815164, Lat - 26.573494, Dept - P&RD)"
2023-06-22,DARRANG,8,"Mangaldoi - Mangaldai Bhutiachang Road | At Village Bahjani | Due to rise of water level the 13th Km of MB Road ( Bandhar Chowk) overtopped by about 30cm due to breach of DRDA embankment of Noanadi at Bishnupur on 21/06/2023. As reported by the department temporary restoration is done by providing sand filled bags at edge of hard crust in both up/down stream for a length of 50mts. Dated 21/06/2023. | (Long - 91.994195, Lat - 26.541278, Dept - PWD (Roads)),  ONDOLAJHAR BAIGORMARI ROAD | At Village ONDOLAJHAR under Pub-Mangaldai | As reported by the department due to rise in water level ROAD SUBMERGED, SUBMERGED LENGTH =600.00M at CH 3300M ,CH 4000M ,CH 4500 M . Dated 21/06/2023. | (Long - 92.149286, Lat - 26.490708, Dept - PWD (Roads)),  BAIGORMARI TO MAGURMARI NO. 1 ROAD | At Village MAGURMARI NO. 1 under Pub-Mangaldai | As reported by the department due to rise in water level ROAD BREACHED , CULVERT DAMAGED , BREACHED LENGTH=7.00 M at CH 725 M . Dated 21/06/2023. | (Long - 92.145743, Lat - 26.480243, Dept - PWD (Roads)),  KANAICHUBA PATHARIGHAT ROAD | At Village KANAICHUBA | As reported by the department due to rise in water level ROAD SUBMERGED, SUBMERGED LENGTH =300.00M at 4TH KM . Dated 21/06/2023. | (Long - 91.991976, Lat - 26.459233, Dept - PWD (Roads)),  M.P.K ROAD | At Village BORATHIABARI | As reported by the department due to rise in water level ROAD SUBMERGED ,SUBMERGED LENGTH =100.00M . Dated 21/06/2023. | (Long - 91.966910, Lat - 26.440632, Dept - PWD (Roads)),  MANGALDAI MAZIKUCHI ROAD | At Village NAHARBARI | As reported by the department due to rise in water level ROAD SUBMERGED ,SUBMERGED LENGTH =1000.00M . Dated 21/06/2023. | (Long - 91.965828, Lat - 26.485200, Dept - PWD (Roads)),  Patharighat - MPK Road to Athkuriapara link Road via Pabitra Deka House | Athkuriapara | As reported by BDO, Sipajhar breach of road occurred on 21/06/2023 of around 4 mtrs. | (Long - 91.913130, Lat - 26.446665, Dept - P&RD),  Dalgaon - Dulakhaity to jhargaon road | Dulakhaity to jhargaon road | As per report received from PWD(R), due to rain Dulakhaity to jhargaon PMGSY road shoulder at Ch.7500M has been damaged on 21/06/2023 | (Long - 92.217261, Lat - 26.657417, Dept - P&RD)"
2023-06-22,DHUBRI,20,"Golakganj - DUE TO HEAVY RAINFALL HARD CRUST HAVE BEEN BADLY DAMAGED AT SHAHEBGANJ BAZAR TO MOTERJHAR HOSPITAL ROAD AT 2.5TH KM TO 10TH KM (DATE 19-6-2023) | SHAHEBGANJ BAZAR TO MOTERJHAR HOSPITAL ROAD26 | | (Long - 26.120070, Lat - 89.878774, Dept - PWD (Roads)),  Dhubri - SIDE BERM & SIDE SLOPES ERRODED OF DHUBRI PATAMARI ROAD FROM CH. 11100.00 M TO 11500.00 M (Date-19-06-2023) | DHUBRI PATAMARI ROAD | | (Long - 89.876455, Lat - 25.999979, Dept - PWD (Roads)),  SIDE BERM & SIDE SLOPES ERRODED OF KANURI DIMAKURI ROAD AT 10TH KM & 11TH KM (Date-19-06-2023) | KANURI DIMAKURI ROAD | | (Long - 89.822909, Lat - 26.022217, Dept - PWD (Roads)),  Gauripur - ALOMGANJ TO FULKATARI ROAD AT 1ST TO 3rd KM ROADS HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | ALOMGANJ TO FULKATARI | | (Long - 89.810114, Lat - 26.047601, Dept - PWD (Roads)),  NH17 TO ASHARIKANDI ROAD HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | ASHARIKANDI | | (Long - 89.997692, Lat - 26.092156, Dept - PWD (Roads)),  MADAIKHALI TO DALSINGHARARLGA ROAD HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | MADAIKHALI TO DALSINGHARARLGA | | (Long - 89.997472, Lat - 26.086477, Dept - PWD (Roads)),  ASHARIKANDI TO KANAIMORE ROAD HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | ASHARIKANDI TO KANAIMORE | | (Long - 90.011358, Lat - 26.093428, Dept - PWD (Roads)),  ALOMGANG TO SILAIRPAR ROAD HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | ALOMGANG TO SILAIRPAR | | (Long - 90.002450, Lat - 26.126685, Dept - PWD (Roads)),  SAHEBGANJ BAZAR TO RUPSHI ROAD HAVE BEEN BADLY DAMAGED DUE TO HEAVY RAIN FALLING (Dated-20-06-2023) | SAHEBGANJ BAZAR TO RUPSHI | | (Long - 89.892234, Lat - 26.119854, Dept - PWD (Roads)),  ALOMGANG PT-VIII TO HAZARIJHORNA ( ROAD WASHED FOR A LENGTH OF 15M AT CHAINAGE 850.00 MTR) (Dated-20-06-2023) | ALOMGANG | | (Long - 90.043521, Lat - 26.141364, Dept - PWD (Roads)),  PANBARI TO CHITALKATI PMGSY ROAD ( RETURN WALL OF CULVERT DAMAGED AT CHAINAGE 1925M AND SIDE BERM ERODED AT 2ND TO 4TH KM) (Dated-20-06-2023) | PANBARI | | (Long - 90.058618, Lat - 26.145458, Dept - PWD (Roads)),  KHUDIMARI DUMUDAHA KALAHAT BINNACHARA ROAD AT 3RD KM AND 6TH KM ( SIDE BERM DAMAGED AND HARD CRUST DAMAGED ) (Dated-20-06-2023) | KHUDIMARI DUMUDAHA KALAHAT BINNACHARA | | (Long - 89.894802, Lat - 26.079135, Dept - PWD (Roads)),  ASHARIKANDI TO GHEGERALGA ROAD TO SYAMCHARENERKHUTI ROADS SIDE BERM, HARD CRUSRT HAVE BEEN BADLY DAMAGED AND ERRODED (Dated-20-06-2023) | ASHARIKANDI | | (Long - 90.016990, Lat - 26.090670, Dept - PWD (Roads)),  3RD KM OF ALAMGANG SILAIRPAR ROAD TO SYAMCHARENERKHUTI ROADS SIDE BERM, HARD CRUSRT HAVE BEEN BADLY DAMAGED AND ERRODED (Dated-20-06-2023) | SILAIRPAR | | (Long - 89.993936, Lat - 26.128444, Dept - PWD (Roads)),  Bilasipara - NH-31 TO NATUN LAWPARA ROAD, PMGSY, PACKAGE NO. AS-05-161 ROAD SUBMERDGE AT 1st KM DUE TO FLOOD WATER OF SANKOSH RIVER . (DATED 19-06-2023 TO 20-06-2023) | NH-31 TO NATUN LAWPARA ROAD, PMGSY, | | (Long - 90.182712, Lat - 26.235269, Dept - PWD (Roads)),  NH-31 TO PASUARKHAL PT-III ROAD, PMGSY, PACKAGE NO. AS-05-102 ROAD SUBMERGED 1st KM DUE TO FLOOD WATER OF SANKOSH RIVER (DATED 19-06-2023 TO 20-06-2023) | NH-31 TO PASUARKHAL PT-III ROAD, PMGSY, | | (Long - 90.179333, Lat - 26.227008, Dept - PWD (Roads)),  NH-31 TO PASUARKHAL PT-I ROAD, PMGSY, PACKAGE NO. AS-05-161 ROAD SUBMERGED 1ST KM DUE TO FLOOD WATER OF SANKOSH RIVER (DATED 19-06-2023 TO 20-06-2023) | NH-31 TO PASUARKHAL PT-I ROAD, PMGSY, | | (Long - 90.183788, Lat - 26.229275, Dept - PWD (Roads)),  6th KM OF BS ROAD TO CHOURARVITA ROAD SIDE BERM ERRODED AT CH. 3rd KM AND 4th KM DUE TO HELL RIVER (DATED 19-06-2023 TO 20-06-2023) | BS ROAD TO CHOURARVITA ROAD | | (Long - 90.168843, Lat - 26.287396, Dept - PWD (Roads)),  KRISHNANAGAR KAZAIKATA HUDURCHAR ROAD SIDE BERM ERRODED AT CH. 3rd KM,4th KM,5th ,6th & 7th DUE TO GOURANG RIVER (DATED 19-06-2023 TO 20-06-2023) | KRISHNANAGAR KAZAIKATA HUDURCHAR ROAD | | (Long - 90.168843, Lat - 26.287396, Dept - PWD (Roads)),  South Salmara Part - Satsia tiniali to poravita bazar road | Satsia | As pre report recived from EE PWRD, lakhipur Satsia tiniali to poravita bazar road damaged due to heavy rainfall at 1st km and 2 nd km aprox 70.00 m. (Dated-20-06-2023) | (Long - 90.125400, Lat - 25.980600, Dept - PWD (Roads))"
2023-06-22,KOKRAJHAR,8,"Bhawraguri - Jogirbhita to Basirchor Road | At Ch. 400.00 m to Ch. 700.00m (Jogirbhita village) | As reported by AEE PWD RR Kachugaon on 21-06-2023 due to incessant heavy rainfall from 16th June, 2023 to till today at Jogirbhita village Jogirbhita to Basirchor Road ICBP Pavement damaged in some stretches. | (Long - 90.092284, Lat - 26.386147, Dept - PWD (Roads)),  Bagribari - KAZIGAON TO BASBARI PMGSY ROAD | Kazigaon AT 1ST AND 2ND KM | As reported by Executive Engineer, PWRD Dhubri Civil Sub-Division Territorial Road Division, side berm eroded and, hard crust damaged due to heavy rainfall Date: 21/06/2023 | (Long - 89.918737, Lat - 26.185413, Dept - PWD (Roads)),  BASHBARI BAZAR TO MOLANDUBI ROAD | Bashbari Bazar AT 9th KM TO 11th KM | As reported by Executive Engineer, PWRD Dhubri Civil Sub-Division Territorial Road Division, side berm has been eroded due to heavy rainfall Date: 21/06/2023 | (Long - 89.879498, Lat - 26.264572, Dept - PWD (Roads)),  Dotma - Chithila to Bhowraguri road. | Chithila | As reported by .Asstt. Exec. Engineer PWD Kokrajhar (RR) Sub-Division, on 21-06-2023 Chithila to Bhowraguri road embankment eroded at 6th KM | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Gossaigaon - No.2 Barzabil | Amlaiguri | As per report received from BDO Kachugaon dated 22.06.2023 due to heavy rainfall from 12.06.2023 a road damaged at No.2 Barzabil village near Amlaiguri LP School | (Long - 26.517922, Lat - 89.957798, Dept - P&RD),  (Kokrajhar) At District - RAMFALBIL ATHIABARI ROAD | RAMFALBIL | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 ROAD CH.5300.00 M. ON RAMFALBIL ATHIABARI ROAD ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  HARINAGURI TO DHUPGURI | HARINAGURI | AS REPORTED BY ASSTT. EXEC. ENGINEER, PWD KOKRAJHAR (RR) SUB-DIVISION ON 22-06-2023 ROAD AR CH. 0.00M, 250.00M AND 450.00M ON HARINAGURI TO DHUPGURI ROAD ERRODED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  BORAGARY-NARENGURY ROAD | BORAGARY | AS REPORTED BY HON’BLE MLA, ON 22-06-2023 BORAGARY-NARENGURY ROAD UNDER DOTMA REVENUE CIRCLE BREACHED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-22,LAKHIMPUR,6,"Subansiri - Gogamukh to GHilamara Road | As reported by Dhakuakhana Territorial road division, Ghilamara the Gogamukh to Ghilamara road is damaged at 23KM near Ghilamara Tiniali (L=150M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Chakuli to Akhoiphutia Road | As reported by Dhakuakhana Territorial road division, road embankment is affected in breach filling portion at 1st KM (L=45m) on Chakuli to Akhoiphutia Road on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Gogamukh to Ghilamara Road | As reported by Dhakuakhana Territorial road division, Ghilamara the approach road to Adarsha CBSE Vidyalaya at 21 KM on Gogamukh to Ghilamara Road is Damaged (L=75M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Gogamukh to Ghilamara Road | As reported by Dhakuakhana Territorial road division, Ghilamara the approach road to Ghilamara PHC at 19 KM on Gogamukh to Ghilamara Road is Damaged (L=100M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Mohbal to Bangkleng road | As reported by Dhakuakhana Territorial road division, Ghilamara the Breach portion on Mohbal to Bangkleng road is submerged (L=25M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Bolahi PWD to Balipukhuri ROad | As reported by Dhakuakhana Territorial road division, Ghilamara the Bolahi PWD to Balipukhuri road is damaged at 0.00M to 65.00M (L=65M) on 22/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-22,NALBARI,24,"Barkhetri - Sidalkuchi Lachima to Amrattary road | Lachima | Due to incessant heavy rain for last few days the Sidalkuchi Lochima to Amrattary Road road surface , hurd-crust, side- berm damaged at 1st KM as reported by AEE, PWRD, Barkhetri Territorial sub division. Dated: 22/06/2020 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Banekuchi - On 22/06/2023 at 10 am the PWD Road Kaithalkuchi Via Balizar to Nalbari submerged and damaged report from LM | Balizar | | (Long - 91.377064, Lat - 26.443289, Dept - PWD (Roads)),  On 21/06/2023 at 11 am Chancharghat toKakatipara road ,Hume Pipe damaged and approach erroded and road submerged report from PWRD department | Chancharghat | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  On 21/06/2023 Breach of extension Kaithalkuchi PWD Road at Nakerbari by river Mora Pagladia under RIDF XXVII report from PWRD department | Nakerbari (Kaithalkuchi ) | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Barbhag - Arangomow Nakheti Road | Arangomow | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Athgahria Bukia road | Athgharia | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Chanekuchi Uttarkuchi road | Chanekuchi | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Bargacha to Sanekuchi via Hirapara Suburi | Bargacha | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Karia Mandaltola Ulabori road | Karia | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Kahikuhci BHabanipur village road | Kahikuchi | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Bagals road | Barkuriha | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Hajo Nalbari road | Bijulighat | crossed 3 nos bridge approached & side berm. report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dokoha LP School road via Kowarpur | Dokoha | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Shymrai Dewalay & Kamarkuchi Shivmandir road | Kalag | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Jaypal Dewalay road & Porakuchi village road | Khudradingdingi | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)), Sonkani Panbari & Khudrakukhati Village road | Sonkani | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Paikarkuchi kamarkuchi road | Circle Office area | report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  GDB (Medical College road) 10th to 19th k.m. | Raimadha | Bridge approach and side berm eroded. report submitted by PWD ( Roads ) on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Nalbari - Nalbari kamarkuchi road at Nalbari collage | Nalbari Collage | As per the report received from PWD, roads this road is submerged due to rain water,Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Shymrai satra to anukul mandir road | Sariyahatali | As per the report received from PWD, roads this road is submerged due to flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Sahriyahtali Gosala suba road | Sariyahtali | As per the report received from PWD, roads this road is submerged due to flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Deharkuchi road | Deharkuchi | As per the report received from PWD, roads this road is submerged due to artificial flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Nalbari komarkuchi bridge approach | Barmurikona | As per the report received from PWD, roads this road is affected due to flood,Reported by PWD(road) Dated: 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Paschim Nalbari - Balowa Kumarikata Road | Kumarikata | Submerged due to rain water. Information received from PWD (R) Department on 22/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))"
2023-06-22,BAJALI,4,"Bajali - Tihu Bangaon Road | Bangaon | This report is received from AEE,PWD Roads on dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Kochdiga Maguri road | kochdiga | This report is received from AEE,PWD Roads on dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Ula Bhogeswari Road | Chamua uluwa | This report is received from AEE,PWD Roads on dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads)),  Bhaluki high school to helona road | Helana | This report is received from AEE,PWD Roads on dated 22-06-2023 at 1pm. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (NH Roads))"
2023-06-22,TAMULPUR,9,"Tamulpur - Due to heavy rainfall Kauli Bazar T10 to Kaulipar No 1 Road retaining wall damaged on 21 June 2023 | Kaulipar | | (Long - 91.611478, Lat - 26.758631, Dept - PWD (Roads)),  Due to heavy rainfall Nabin Nagar to Kumarikata Kauli Road approach damaged on 21 June 2023 | Nabin Nagar | | (Long - 91.602847, Lat - 26.755602, Dept - PWD (Roads)),  Parbati Chowk to Kalipur Road( Ch- 21.00 wm to C-2350 wm) damaged (due to flood)on 21 June 2023 | Kalipur | | (Long - 91.558495, Lat - 26.665158, Dept - PWD (Roads)),  Sashipur to Khoirani Road( Ch. 2500wm to 2590 wm) (Culvert approach damaged due to flood. on 21 June 2023 | Patkejuli High School | | (Long - 91.487548, Lat - 26.763407, Dept - PWD (Roads)),  Due to Heavy Rain Nagrijuli mission Road Approach of SLAB Culvert Eroded and Damaged on 21 June 2023 | Nagrijuli mission School | | (Long - 91.655301, Lat - 26.715525, Dept - PWD (Roads)),  Due to heavy rainfall Kumarikata Kaule Road Bridge Approach eroded on 21 June 2022 | Kauli Bazar | | (Long - 91.608810, Lat - 26.759431, Dept - PWD (Roads)),  Chandanpur SSB Camp to Guabari Road erroded on 21 June 2022 | Chandanpur | | (Long - 91.617789, Lat - 26.758221, Dept - P&RD),  Due to heavy rain Amayapur Hahkata Road Pkg No: AS-24-68(Ch-610 WM to 18.60WM) road submerged in flood water on 21 June 2022 | Amaypur Hahkata | | (Long - 91.530036, Lat - 26.593027, Dept - PWD (Roads)),  Due to heavy Rain UT Road to Charivella on 21 June 2022 | Amaypur Hahkata | | (Long - 26.593027, Lat - 91.530036, Dept - PWD (Roads))"
